Unnamed: 0,Datetime,Tweet
1391,2015-10-06 23:59:58+00:00,I want a whataburger apple pie
1392,2015-10-06 23:59:55+00:00,Apple smoked tenderloin wrapped in bacon😍
1393,2015-10-06 23:59:49+00:00,Apple Music &gt;&gt;&gt;&gt;&gt;&gt;&gt; Tidal
1394,2015-10-06 23:59:43+00:00,some apple scent is overpowering my marshmallow fireside candle and I'm kinda jammed about it
1395,2015-10-07 23:59:59+00:00,Apple  need to come put 3 way facetime
1396,2015-10-07 23:59:52+00:00,So glad @MLBTV's playoff package doesn't work on Chromecast OR Apple TV. I'd hate to actually see the games I paid for. #MLBPostseason
1397,2015-10-07 23:59:50+00:00,while looking for pics I found the Google doodle they did for the metamorphosis and tHEY PUT THE APPLE IN IT IM SO MAD
1398,2015-10-07 23:59:50+00:00,Djokovic's big day in the Big Apple
1399,2015-10-07 23:59:47+00:00,"Laying on my floor
Drowning in homework
Contemplating life
And
Drinking a half gallon of apple cider"
1400,2015-10-08 23:59:50+00:00,AT&amp;T launches Wi-Fi calling for Apple iPhones with iOS 9
1401,2015-10-08 23:59:48+00:00,the best thing I learned from the jonas brothers was eating apples and peanut butter together
1402,2015-10-08 23:59:47+00:00,apple devices be so childish 😒😒‼️😒😒😒
1403,2015-10-08 23:59:46+00:00,I'm the annoying girl eating an apple in the library.🍎👀📚 #crunch #soloud #sosorry
1404,2015-10-08 23:59:43+00:00,I don't want your apple pie mama
1405,2015-10-09 23:59:58+00:00,Remember when Niall thought the tomato emoji was an apple 🍅
1406,2015-10-09 23:59:50+00:00,I'm being forced to play apples to apples with my family and Casimir Pulaski Day is playing this is so weird
1407,2015-10-09 23:59:48+00:00,It amazes me sometimes why Apple thinks you’re so dumb… that they have to put your own phone number at the top of your contacts list. O_o
1408,2015-10-09 23:59:38+00:00,That minute @Torieee_love drops her iPhone in the Apple Store
1409,2015-10-09 23:59:35+00:00,Apple needs to stop autocorrecting my emojis
1410,2015-10-10 23:59:45+00:00,Apple needs to get their shit together. Everything is lagging since I updated to iOS 9.0.2.
1411,2015-10-10 23:59:44+00:00,"How is it doing you? ""@apple_botttom: 11"""
1412,2015-10-10 23:59:42+00:00,Homemade applesauce and apple pie👌🏼💯
1413,2015-10-10 23:59:41+00:00,"I think today might be ""national post-a-picture-of-yourself-at-an-apple-orchard day"" and I just wasn't informed that's what we were doing."
1414,2015-10-10 23:59:38+00:00,You won't be disappointed... RT @cgordon459: Taken @kingofthe352 advice and went wit Henn and apple juice...
1415,2015-10-11 23:59:59+00:00,"The radiological sign in the image is
???? Answer : Apple core sign"
1416,2015-10-11 23:59:52+00:00,"#ItsRecommendedThat you always look for an ""ADAMS APPLE"", 
don't understand, ask your parents!!!"
1417,2015-10-11 23:59:31+00:00,I'm so happy I have off tomorrow. Gonna make a special treat w all the apples I picked today!!!!👅👅👅👅
1418,2015-10-11 23:59:11+00:00,I want 2 Apple pies from McDonald's
1419,2015-10-11 23:59:08+00:00,I spent 1 hour and 4 minutes working out with Apple Health. 671 calories burned. #LoseIt
1420,2015-10-12 23:59:57+00:00,I was just sitting here and then I remembered that Rayna eats the core of the apple
1421,2015-10-12 23:59:56+00:00,My Apple Music free trial is officially over 😰
1422,2015-10-12 23:59:54+00:00,Next Friday I have to pick up 400 apples and 800 chicken halves. What is my life?!
1423,2015-10-12 23:59:44+00:00,A apple a day keeps the Dr away
1424,2015-10-12 23:59:42+00:00,"Um Apple. When I say there's something wrong with my Battery, you don't need to tell me I'm lying. 😡"
1425,2015-10-13 23:59:54+00:00,these grapes are like mini apples
1426,2015-10-13 23:59:49+00:00,trying to get my iPhone fixed in the apple store..... in spokane..... thats taking forever............
1427,2015-10-13 23:59:40+00:00,Apples are the fruit from above they're so good bro oh my god
1428,2015-10-13 23:59:37+00:00,"Cubs radio... ""Not a bad Apple in the bunch"" .... #Cubs"
1429,2015-10-13 23:59:23+00:00,Murder capital against the big apple #Cubs #Mets
1430,2015-10-14 23:59:54+00:00,The struggle of eating an apple when you have permanent retainers behind your teeth 😑
1431,2015-10-14 23:59:51+00:00,*EATS APPLE* *EATS WINDOWS*
1432,2015-10-14 23:59:15+00:00,Hey @tim_cook was hasn't Apple supported enterprise by updating Mac Pro?
1433,2015-10-14 23:59:10+00:00,"Theres a glassgreendoor certen things can go through, an apple can orange can't beach can't wildwood can, what else can go through and how?"
1434,2015-10-14 23:59:00+00:00,"Naked, boneless apple slices"
1435,2015-10-15 23:59:58+00:00,"Steve showering me with compliments for going to the grocery store alone. ""You picked out the BEST apples, babe!""
The bread-no additives! 👍🏻"
1436,2015-10-15 23:59:52+00:00,Warm cinnamon apples are what life is all about
1437,2015-10-15 23:59:38+00:00,apple have now given me two phones that just dont work where can i go buy a nokia 3315 that shit was the bomb
1438,2015-10-15 23:59:17+00:00,I want a home made apple pie that was made from the apples from my tree
1439,2015-10-15 23:59:07+00:00,I don't want ya apple pie mommaaaa
1440,2015-10-16 23:59:54+00:00,Apple cider good with crown apple?
1441,2015-10-16 23:59:36+00:00,Red Apples . 😍🍎👅
1442,2015-10-16 23:59:34+00:00,MY MESSAGES WONT FUCKIJG SEND FCK U APPLE
1443,2015-10-16 23:59:32+00:00,Apple pie
1444,2015-10-16 23:59:25+00:00,Wisconsin Jury Says Apple Owes $234 Million in Patent Case
1445,2015-10-17 23:59:34+00:00,"""The people who are crazy enough to think they can change the world are the ones who do"" 
#Apple's Think Different"
1446,2015-10-17 23:59:22+00:00,some Apple users talk shit about third party developers like Logitech like they never stepped foot in an engineering college.
1447,2015-10-17 23:59:10+00:00,#Snol5sosAA do you prefer apple juice or orange juice?
1448,2015-10-17 23:59:09+00:00,"Haven't gone to halloweekends, haunted house, or apple orchard 😓"
1449,2015-10-17 23:59:06+00:00,"I hate iphones, and she owns apple EVERYTHING😅😧"
1450,2015-10-18 23:59:52+00:00,The bruised apple is great! @Mets #nym  #letsgomets #NYMets #NLCS #LGM #Yagottabelieve #DoItForRuben #Tejada #Game2 #MetsvsCubs
1451,2015-10-18 23:59:52+00:00,I need sour apples and salt
1452,2015-10-18 23:59:50+00:00,these playlists by Apple really be hitting the spot 👌🏽
1453,2015-10-18 23:59:39+00:00,fuck apple music taking hella space lol
1454,2015-10-18 23:59:38+00:00,"apple is saying that there are issues for ""a fraction of a percent"" of people for imessage. broken for half the people i kno, including me."
1455,2015-10-19 23:59:55+00:00,(takes a big bite out of an apple as I watch the TL)
1456,2015-10-19 23:59:50+00:00,This apple juicy asf😋🍏 I keep slobbing😂💀
1457,2015-10-19 23:59:48+00:00,Serious question...how many Carmel apples is it acceptable to eat in a day? 🍎
1458,2015-10-19 23:59:39+00:00,My cinnamon apple 😩
1459,2015-10-19 23:59:37+00:00,New Raid: Apple of Bristol
1460,2015-10-20 23:59:58+00:00,"iPhone = Eye Phone = Illuminati Phone. Siri spelled backwards is Iris, thats a part of the Eye. Apple is Illuminati. They're watching you."
1461,2015-10-20 23:59:51+00:00,When Ousier starts eating an apple while getting her hair done.
1462,2015-10-20 23:59:49+00:00,"There's small choice in rotten apples. -- William Shakespeare, ""The Taming of the Shrew"""
1463,2015-10-20 23:59:37+00:00,The world is trying so hard to make me conform to having an Apple product.
1464,2015-10-20 23:59:33+00:00,Apple Music makes me so happy
1465,2015-10-21 23:59:56+00:00,"we got a spider but not bacon? really, Apple? #emojiupdate"
1466,2015-10-21 23:59:56+00:00,Gonna dress up as Android and scare Apple.
1467,2015-10-21 23:59:55+00:00,Going to apple bees with the team tomorrow after our game 😊😍
1468,2015-10-21 23:59:46+00:00,When the fuck is Apple going to get their web services together ugh
1469,2015-10-21 23:59:43+00:00,"Apple: this iOS update is important for your phone
Me: mmm no thanks, I'll wait.
Apple: this iOS update has new emoj--
Me: 📱🏃🏻🏃🏻🏃🏻🏃🏻🏃🏻🏃🏻"
1470,2015-10-22 23:59:57+00:00,"Apple Teeny, Flutterguy, and... uh... I got nothin'.... Twilight Sparkle. I mean seriously, I can't even work with that...! #Spikebot"
1471,2015-10-22 23:59:54+00:00,I'd like to thank Apple personally for listening to our needs. 🖕🏻🌮
1472,2015-10-22 23:59:50+00:00,"Because not a single person that I personally spoke to said apples pencil was bad, they said it was better than their cintiqs."
1473,2015-10-22 23:59:31+00:00,Iphone deliberation interlude: apple as respects unemployed indiction eyes: cOgaswByu
1474,2015-10-22 23:59:31+00:00,Reminder: There will be no Spiced Apple Saturday tasting this weekend. This event returns #Halloween @ 1pm!
1475,2015-10-23 23:59:46+00:00,apple is such a hypocrite tho...
1476,2015-10-23 23:59:31+00:00,"Which Apple product is Best Buy's top holiday gift for 2015? It's not what you think: The New Apple TV comes next week, there's new i..."
1477,2015-10-23 23:59:25+00:00,Apple should send me a check. I swear I be goin too hard for #Applemusic lmao
1478,2015-10-23 23:59:23+00:00,Apple cider + vodka = perfection
1479,2015-10-23 23:59:23+00:00,That moment you realize you should've stuck with Apple  so you could have gotten the iOS9 update 😂
1480,2015-10-24 23:59:53+00:00,Crown Apple is 🔥🔥🔥
1481,2015-10-24 23:59:53+00:00,request to Apple: add an SD card slot for the iPad
1482,2015-10-24 23:59:51+00:00,I need me some caramel apples!!!!
1483,2015-10-24 23:59:51+00:00,my phone just went from 80%-78%... like you just skipped 2% Apple!!!!
1484,2015-10-24 23:59:49+00:00,I want some apple pie &amp; ice cream
1485,2015-10-25 23:59:40+00:00,"Come out of thing unsaid, shoot an apple of my head. Trouble that can't be named, tigers waiting to be tamed..."
1486,2015-10-25 23:59:28+00:00,Fancy some apple juice
1487,2015-10-25 23:59:08+00:00,"Fried &amp; baked chicken,chicken broccoli rice,baked apples,sweet peas and rolls..💁🏽"
1488,2015-10-25 23:59:03+00:00,I love apple butter
1489,2015-10-25 23:58:50+00:00,Apple Better Give Me A New One Tomorrow
1490,2015-10-26 23:59:55+00:00,🌴😊💉- miss yo apple head ass 😂 but hope you doing good ! See you soon &amp; eat good up there 🍴🏀👏🏽
1491,2015-10-26 23:59:37+00:00,"that moment when you realize you grabbed a fake apple to pack in your lunch, instead of a real one 😅 happy monday to me"
1492,2015-10-26 23:59:27+00:00,"Maybe my Apple Mail will work on my laptop today... 
*waits*"
1493,2015-10-26 23:59:23+00:00,Omg home alone &amp; made an apple pie..can't wait for family..there might not be any evidence of such pie if they're not here soon.
1494,2015-10-26 23:59:22+00:00,A light dinner before ballet class… freekeh w/ honey apples #gofreekeh #foodiechats.
1495,2015-10-27 23:59:43+00:00,"Hey Apple, here’s a pro tip for you. Business people like keyboards with full numb pads. Maybe in the Magic Keyboard 3?"
1496,2015-10-27 23:59:35+00:00,All I need is apple juice &amp; my heated blanket forget everything else
1497,2015-10-27 23:59:34+00:00,You probably would have known about concussions if they have an Apple Watch app.
1498,2015-10-27 23:59:29+00:00,WHEN IS APPLE EVER GONNA WORK ON MAKING IT POSSIBLE TO HAVE A 3WAY FT CALL SO I CAN TALK TO MY MUNKS AT THE SAME TIME @autz3 @chrissywalshh
1499,2015-10-27 23:59:27+00:00,I want a cold taffy apple.
1500,2015-10-28 23:59:53+00:00,Apple Stores to start selling new Apple TV on Friday
1501,2015-10-28 23:59:42+00:00,A is for Apple. -- Hester Pryne
1502,2015-10-28 23:59:19+00:00,Give me apple cider and I will love you forever
1503,2015-10-28 23:58:57+00:00,They look like something fucking Garfield would have created. It's like alphabetical from apples to zebra on there with tuna underneath.
1504,2015-10-28 23:58:56+00:00,"""Guys we're talking about all the big industry leaders here; Ford, Apple, The Kardashians."" -Ray Quiel"
1505,2015-10-29 23:59:59+00:00,"candles, hot cocoa, and caramel apple pops 😍💞"
1506,2015-10-29 23:59:57+00:00,Really want to taste that Apple ciroc 😩
1507,2015-10-29 23:59:55+00:00,I haven't used Apple Pay once since I got my new phone. Who even am I.
1508,2015-10-29 23:59:49+00:00,Food before Hocus Pocus starts at 7:45! Come get some Carmel and chocolate apples! #yum
1509,2015-10-29 23:59:45+00:00,My Review on Apple TV? 10/10
1510,2015-10-30 23:59:54+00:00,I need Apple Music again ....
1511,2015-10-30 23:59:53+00:00,I need a American Apple ID but I can't fuckig get it bc I live in freaking Norway
1512,2015-10-30 23:59:50+00:00,I'm go home an drink a li crown Apple 🍷
1513,2015-10-30 23:59:43+00:00,That $50 discount is UNPRECEDENTED for a brand new Apple product. The Apple Watch is dying. It’ll be gone in 5 years or less.
1514,2015-10-30 23:59:38+00:00,"I've got a iPad, iPhone, Apple TV, android box, Sky tv, ps4, smart tv, a computer all in my room and I'm still bored!!!"
1515,2015-10-31 23:59:54+00:00,Lmao ppl still be in Apple at the 12 👁👁
1516,2015-10-31 23:59:50+00:00,❤️PRESLEY❤️ &amp; BINGO BOBBING FOR APPLES!!! Sooooo adorable!!!
1517,2015-10-31 23:59:44+00:00,Apple offering Apple Watch discount in select stores
1518,2015-10-31 23:59:37+00:00,Someone left a basket of apple slices and a bowl of caramel in the green room. Now I am alone and I CANNOT STOP EATING IT
1519,2015-10-31 23:59:31+00:00,Which Apple tastes better?
1520,2015-11-01 23:59:59+00:00,APPLE BOTTOM JEANS (JEANS) BOOTS WITH THE FUR (WITH THE FUR) AYYEEE
1521,2015-11-01 23:59:58+00:00,I was listening to my white friends talk last night and one of them said that she can't eat apples because they are too spicy
1522,2015-11-01 23:59:45+00:00,RT @LoveEngApp 🍏 Spread the word #English Apples are in season! RT &amp; follow and you could win a Nutribullet! 🍏
1523,2015-11-01 23:59:43+00:00,Which bitch is watching white chicks on an Apple TV on my Netflix account
1524,2015-11-01 23:59:41+00:00,"liam- you an apple
me- what? im an apple
liam- no an asshole
me- LIAM PATRICK
liam- ""laughing"""
1525,2015-11-02 23:59:52+00:00,"#JoiosTaster Yangbo rated  3 stars ""Hints of ripe stone fruit with finish of pear and apple"" #tasting"
1526,2015-11-02 23:59:51+00:00,Today is the day that I finally put down my apple device
1527,2015-11-02 23:59:12+00:00,"hot apple cider, character mac n cheese and netflix typa day☔️"
1528,2015-11-02 23:59:09+00:00,I need some apple juice 🍎
1529,2015-11-02 23:59:09+00:00,Fuck apple😂
1530,2015-11-03 23:59:58+00:00,am I the only one that likes peanut butter on apples??
1531,2015-11-03 23:59:56+00:00,my goko (gram) just brought me homemade chicken noodle soup &amp; apple juice ❤️
1532,2015-11-03 23:59:50+00:00,Sour Apple Bitter Bitches
1533,2015-11-03 23:59:50+00:00,apple personality with android looks
1534,2015-11-03 23:59:50+00:00,apple personality with android looks
1535,2015-11-04 23:59:51+00:00,I'm suing Apple. Period.
